RecordDate,RecordMonth,CustomerGroup,Location,Revenue
2023-01-27,2023-01-01,Unranked,Location 11,18909990.0
2023-01-27,2023-01-01,Unranked,Location 12,278401770.0
2023-01-27,2023-01-01,Unranked,Location 13,88375860.0
2023-01-27,2023-01-01,Unranked,Location 14,139677600.0
2023-01-27,2023-01-01,Unranked,Location 16,134622750.0
2023-01-27,2023-01-01,Unranked,Location 17,36809490.0
2023-01-28,2023-01-01,Bronze,Location 01,130299510.0
2023-01-28,2023-01-01,Bronze,Location 02,203877840.0
2023-01-28,2023-01-01,Bronze,Location 03,660521610.0
2023-01-28,2023-01-01,Bronze,Location 04,645475950.0
2023-01-28,2023-01-01,Bronze,Location 06,133816590.0
2023-01-28,2023-01-01,Bronze,Location 07,156138930.0
2023-01-28,2023-01-01,Bronze,Location 08,45324240.0
2023-01-28,2023-01-01,Bronze,Location 09,696497220.0
2023-01-28,2023-01-01,Bronze,Location 10,7595430.0
2023-01-28,2023-01-01,Bronze,Location 11,91652640.0
2023-01-28,2023-01-01,Bronze,Location 12,1356280200.0
2023-01-28,2023-01-01,Bronze,Location 13,487888920.0
2023-01-28,2023-01-01,Bronze,Location 14,828903360.0
2023-01-28,2023-01-01,Bronze,Location 16,359105340.0
2023-01-28,2023-01-01,Bronze,Location 17,110325420.0
2023-01-28,2023-01-01,Diamond,Location 01,1111607280.0
2023-01-28,2023-01-01,Diamond,Location 02,131810430.0
2023-01-28,2023-01-01,Diamond,Location 03,7527839310.0
2023-01-28,2023-01-01,Diamond,Location 04,8429525910.0
2023-01-28,2023-01-01,Diamond,Location 06,8536350.0
2023-01-28,2023-01-01,Diamond,Location 07,811523430.0
2023-01-28,2023-01-01,Diamond,Location 09,1434995580.0
2023-01-28,2023-01-01,Diamond,Location 10,56263620.0
2023-01-28,2023-01-01,Diamond,Location 11,115768620.0
2023-01-28,2023-01-01,Diamond,Location 12,6048394500.0
2023-01-28,2023-01-01,Diamond,Location 13,2514995220.0
2023-01-28,2023-01-01,Diamond,Location 14,1634914020.0
2023-01-28,2023-01-01,Diamond,Location 15,1600935210.0
2023-01-28,2023-01-01,Diamond,Location 16,903186390.0
2023-01-28,2023-01-01,Diamond,Location 17,271478160.0
2023-01-28,2023-01-01,Gold,Location 01,21695100.0
2023-01-28,2023-01-01,Gold,Location 02,73441950.0
2023-01-28,2023-01-01,Gold,Location 03,913300320.0
2023-01-28,2023-01-01,Gold,Location 04,695462370.0
2023-01-28,2023-01-01,Gold,Location 06,28786470.0
2023-01-28,2023-01-01,Gold,Location 07,120736410.0
2023-01-28,2023-01-01,Gold,Location 08,2795460.0
2023-01-28,2023-01-01,Gold,Location 09,580228680.0
2023-01-28,2023-01-01,Gold,Location 10,2727120.0
2023-01-28,2023-01-01,Gold,Location 11,37718190.0
2023-01-28,2023-01-01,Gold,Location 12,1516719780.0
2023-01-28,2023-01-01,Gold,Location 13,577892190.0
2023-01-28,2023-01-01,Gold,Location 14,642980130.0
2023-01-28,2023-01-01,Gold,Location 16,285393270.0
2023-01-28,2023-01-01,Gold,Location 17,28999110.0
2023-01-28,2023-01-01,Iron,Location 01,59691840.0
2023-01-28,2023-01-01,Iron,Location 02,229132080.0
2023-01-28,2023-01-01,Iron,Location 03,295250580.0
2023-01-28,2023-01-01,Iron,Location 04,539648730.0
2023-01-28,2023-01-01,Iron,Location 06,213606720.0
2023-01-28,2023-01-01,Iron,Location 07,142295340.0
2023-01-28,2023-01-01,Iron,Location 08,216620100.0
2023-01-28,2023-01-01,Iron,Location 09,414927360.0
2023-01-28,2023-01-01,Iron,Location 10,5825430.0
2023-01-28,2023-01-01,Iron,Location 11,71230890.0
2023-01-28,2023-01-01,Iron,Location 12,742550520.0
2023-01-28,2023-01-01,Iron,Location 13,170875500.0
2023-01-28,2023-01-01,Iron,Location 14,461979120.0
2023-01-28,2023-01-01,Iron,Location 16,338380830.0
2023-01-28,2023-01-01,Iron,Location 17,121851030.0
2023-01-28,2023-01-01,Platinum,Location 01,5508990.0
2023-01-28,2023-01-01,Platinum,Location 02,21288570.0
2023-01-28,2023-01-01,Platinum,Location 03,663598860.0
2023-01-28,2023-01-01,Platinum,Location 04,403350270.0
2023-01-28,2023-01-01,Platinum,Location 07,22049940.0
2023-01-28,2023-01-01,Platinum,Location 09,507969780.0
2023-01-28,2023-01-01,Platinum,Location 11,124568220.0
2023-01-28,2023-01-01,Platinum,Location 12,835263330.0
2023-01-28,2023-01-01,Platinum,Location 13,327263580.0
2023-01-28,2023-01-01,Platinum,Location 14,443774580.0
2023-01-28,2023-01-01,Platinum,Location 16,81167340.0
2023-01-28,2023-01-01,Platinum,Location 17,12136410.0
2023-01-28,2023-01-01,Silver,Location 01,170760060.0
2023-01-28,2023-01-01,Silver,Location 02,84890670.0
2023-01-28,2023-01-01,Silver,Location 03,598610580.0
2023-01-28,2023-01-01,Silver,Location 04,393030120.0
2023-01-28,2023-01-01,Silver,Location 06,11483190.0
2023-01-28,2023-01-01,Silver,Location 07,55206810.0
2023-01-28,2023-01-01,Silver,Location 08,6913590.0
2023-01-28,2023-01-01,Silver,Location 09,233652090.0
2023-01-28,2023-01-01,Silver,Location 10,6259080.0
2023-01-28,2023-01-01,Silver,Location 11,60642000.0
2023-01-28,2023-01-01,Silver,Location 12,637820970.0
2023-01-28,2023-01-01,Silver,Location 13,144772020.0
2023-01-28,2023-01-01,Silver,Location 14,356812140.0
2023-01-28,2023-01-01,Silver,Location 16,123150210.0
2023-01-28,2023-01-01,Silver,Location 17,32768160.0
2023-01-28,2023-01-01,Unranked,Location 01,50154270.0
2023-01-28,2023-01-01,Unranked,Location 02,176360520.0
2023-01-28,2023-01-01,Unranked,Location 03,418913100.0
2023-01-28,2023-01-01,Unranked,Location 04,833160330.0
2023-01-28,2023-01-01,Unranked,Location 06,185655360.0
2023-01-28,2023-01-01,Unranked,Location 07,56924970.0
2023-01-28,2023-01-01,Unranked,Location 08,342305820.0
2023-01-28,2023-01-01,Unranked,Location 09,292758750.0
2023-01-28,2023-01-01,Unranked,Location 10,18599730.0
2023-01-28,2023-01-01,Unranked,Location 11,28879470.0
2023-01-28,2023-01-01,Unranked,Location 12,498909060.0
2023-01-28,2023-01-01,Unranked,Location 13,106678650.0
2023-01-28,2023-01-01,Unranked,Location 14,274547640.0
2023-01-28,2023-01-01,Unranked,Location 16,132527880.0
2023-01-28,2023-01-01,Unranked,Location 17,46828500.0
2023-01-29,2023-01-01,Bronze,Location 01,220877790.0
2023-01-29,2023-01-01,Bronze,Location 02,586150740.0
2023-01-29,2023-01-01,Bronze,Location 03,1334769600.0
2023-01-29,2023-01-01,Bronze,Location 04,1544523750.0
2023-01-29,2023-01-01,Bronze,Location 06,325321260.0
2023-01-29,2023-01-01,Bronze,Location 07,272125050.0
2023-01-29,2023-01-01,Bronze,Location 08,70469880.0
2023-01-29,2023-01-01,Bronze,Location 09,1135700610.0
2023-01-29,2023-01-01,Bronze,Location 10,32991780.0
2023-01-29,2023-01-01,Bronze,Location 11,246207750.0
2023-01-29,2023-01-01,Bronze,Location 12,3138981570.0
2023-01-29,2023-01-01,Bronze,Location 13,1093190190.0
2023-01-29,2023-01-01,Bronze,Location 14,2094443280.0
2023-01-29,2023-01-01,Bronze,Location 15,1989780.0
2023-01-29,2023-01-01,Bronze,Location 16,909020880.0
2023-01-29,2023-01-01,Bronze,Location 17,411171660.0
2023-01-29,2023-01-01,Diamond,Location 01,1432882080.0
2023-01-29,2023-01-01,Diamond,Location 02,395395590.0
2023-01-29,2023-01-01,Diamond,Location 03,8812336680.0
2023-01-29,2023-01-01,Diamond,Location 04,13470730620.0
2023-01-29,2023-01-01,Diamond,Location 06,4500000.0
2023-01-29,2023-01-01,Diamond,Location 07,1710163620.0
2023-01-29,2023-01-01,Diamond,Location 09,2527945170.0
2023-01-29,2023-01-01,Diamond,Location 10,95536380.0
2023-01-29,2023-01-01,Diamond,Location 11,178142760.0
2023-01-29,2023-01-01,Diamond,Location 12,10229613840.0
2023-01-29,2023-01-01,Diamond,Location 13,4828124790.0
2023-01-29,2023-01-01,Diamond,Location 14,3956402220.0
2023-01-29,2023-01-01,Diamond,Location 15,2902799460.0
2023-01-29,2023-01-01,Diamond,Location 16,2102110740.0
2023-01-29,2023-01-01,Diamond,Location 17,1534295460.0
2023-01-29,2023-01-01,Gold,Location 01,22418070.0
2023-01-29,2023-01-01,Gold,Location 02,204823140.0
2023-01-29,2023-01-01,Gold,Location 03,1608598020.0
2023-01-29,2023-01-01,Gold,Location 04,1225603140.0
2023-01-29,2023-01-01,Gold,Location 06,73208850.0
2023-01-29,2023-01-01,Gold,Location 07,242605290.0
2023-01-29,2023-01-01,Gold,Location 08,13418190.0
2023-01-29,2023-01-01,Gold,Location 09,882242850.0
2023-01-29,2023-01-01,Gold,Location 10,24036750.0
2023-01-29,2023-01-01,Gold,Location 11,130936380.0
2023-01-29,2023-01-01,Gold,Location 12,2776188000.0
2023-01-29,2023-01-01,Gold,Location 13,1043001150.0
2023-01-29,2023-01-01,Gold,Location 14,1360368030.0
2023-01-29,2023-01-01,Gold,Location 16,397097760.0
2023-01-29,2023-01-01,Gold,Location 17,132147210.0
2023-01-29,2023-01-01,Iron,Location 01,110927940.0
2023-01-29,2023-01-01,Iron,Location 02,413768580.0
2023-01-29,2023-01-01,Iron,Location 03,502486440.0
2023-01-29,2023-01-01,Iron,Location 04,929022450.0
2023-01-29,2023-01-01,Iron,Location 06,393179280.0
2023-01-29,2023-01-01,Iron,Location 07,165112440.0
2023-01-29,2023-01-01,Iron,Location 08,294459150.0
2023-01-29,2023-01-01,Iron,Location 09,433561290.0
2023-01-29,2023-01-01,Iron,Location 10,12654540.0
2023-01-29,2023-01-01,Iron,Location 11,171840120.0
2023-01-29,2023-01-01,Iron,Location 12,1422964530.0
2023-01-29,2023-01-01,Iron,Location 13,350107500.0
2023-01-29,2023-01-01,Iron,Location 14,827250510.0
2023-01-29,2023-01-01,Iron,Location 16,652357110.0
2023-01-29,2023-01-01,Iron,Location 17,398763210.0
2023-01-29,2023-01-01,Platinum,Location 01,9627060.0
2023-01-29,2023-01-01,Platinum,Location 02,15463560.0
2023-01-29,2023-01-01,Platinum,Location 03,1059932190.0
2023-01-29,2023-01-01,Platinum,Location 04,881437860.0
2023-01-29,2023-01-01,Platinum,Location 06,2700000.0
2023-01-29,2023-01-01,Platinum,Location 07,109023090.0
2023-01-29,2023-01-01,Platinum,Location 09,847702380.0
2023-01-29,2023-01-01,Platinum,Location 11,82145490.0
2023-01-29,2023-01-01,Platinum,Location 12,1601402970.0
2023-01-29,2023-01-01,Platinum,Location 13,901319820.0
2023-01-29,2023-01-01,Platinum,Location 14,1034755590.0
2023-01-29,2023-01-01,Platinum,Location 16,296687010.0
2023-01-29,2023-01-01,Platinum,Location 17,58172730.0
2023-01-29,2023-01-01,Silver,Location 01,175463970.0
2023-01-29,2023-01-01,Silver,Location 02,177157710.0
2023-01-29,2023-01-01,Silver,Location 03,817282590.0
2023-01-29,2023-01-01,Silver,Location 04,729345870.0
2023-01-29,2023-01-01,Silver,Location 06,55470750.0
2023-01-29,2023-01-01,Silver,Location 07,144858990.0
2023-01-29,2023-01-01,Silver,Location 08,12823410.0
2023-01-29,2023-01-01,Silver,Location 09,548878560.0
2023-01-29,2023-01-01,Silver,Location 10,20078100.0
2023-01-29,2023-01-01,Silver,Location 11,70380120.0
2023-01-29,2023-01-01,Silver,Location 12,1361223900.0
2023-01-29,2023-01-01,Silver,Location 13,352590270.0
2023-01-29,2023-01-01,Silver,Location 14,888379110.0
2023-01-29,2023-01-01,Silver,Location 16,293508060.0
2023-01-29,2023-01-01,Silver,Location 17,92611140.0
2023-01-29,2023-01-01,Unranked,Location 01,115343190.0
2023-01-29,2023-01-01,Unranked,Location 02,134767350.0
2023-01-29,2023-01-01,Unranked,Location 03,686380890.0
2023-01-29,2023-01-01,Unranked,Location 04,816091170.0
2023-01-29,2023-01-01,Unranked,Location 06,308543610.0
2023-01-29,2023-01-01,Unranked,Location 07,356233590.0
2023-01-29,2023-01-01,Unranked,Location 08,416965320.0
2023-01-29,2023-01-01,Unranked,Location 09,582162690.0
2023-01-29,2023-01-01,Unranked,Location 10,38188620.0
2023-01-29,2023-01-01,Unranked,Location 11,67279650.0
2023-01-29,2023-01-01,Unranked,Location 12,1035511020.0
2023-01-29,2023-01-01,Unranked,Location 13,223488960.0
2023-01-29,2023-01-01,Unranked,Location 14,383110470.0
2023-01-29,2023-01-01,Unranked,Location 16,238453290.0
2023-01-29,2023-01-01,Unranked,Location 17,108559440.0
2023-01-30,2023-01-01,Bronze,Location 01,379211010.0
2023-01-30,2023-01-01,Bronze,Location 02,1185517650.0
2023-01-30,2023-01-01,Bronze,Location 03,2511995220.0
2023-01-30,2023-01-01,Bronze,Location 04,2756742000.0
2023-01-30,2023-01-01,Bronze,Location 06,582135420.0
2023-01-30,2023-01-01,Bronze,Location 07,1007204190.0
2023-01-30,2023-01-01,Bronze,Location 08,153403770.0
2023-01-30,2023-01-01,Bronze,Location 09,1893689490.0
2023-01-30,2023-01-01,Bronze,Location 10,69204600.0
2023-01-30,2023-01-01,Bronze,Location 11,659915700.0
2023-01-30,2023-01-01,Bronze,Location 12,5377190910.0
2023-01-30,2023-01-01,Bronze,Location 13,2245100130.0
2023-01-30,2023-01-01,Bronze,Location 14,4103649930.0
2023-01-30,2023-01-01,Bronze,Location 15,1732920.0
2023-01-30,2023-01-01,Bronze,Location 16,2549254290.0
2023-01-30,2023-01-01,Bronze,Location 17,867307470.0
2023-01-30,2023-01-01,Diamond,Location 01,1944920400.0
2023-01-30,2023-01-01,Diamond,Location 02,801992190.0
2023-01-30,2023-01-01,Diamond,Location 03,16375630890.0
2023-01-30,2023-01-01,Diamond,Location 04,26309650050.0
2023-01-30,2023-01-01,Diamond,Location 06,2100000.0
2023-01-30,2023-01-01,Diamond,Location 07,5781509520.0
2023-01-30,2023-01-01,Diamond,Location 09,4386357660.0
2023-01-30,2023-01-01,Diamond,Location 10,116052210.0
2023-01-30,2023-01-01,Diamond,Location 11,611651700.0
2023-01-30,2023-01-01,Diamond,Location 12,16721910630.0
2023-01-30,2023-01-01,Diamond,Location 13,8996578500.0
2023-01-30,2023-01-01,Diamond,Location 14,8135006640.0
2023-01-30,2023-01-01,Diamond,Location 15,6196825710.0
2023-01-30,2023-01-01,Diamond,Location 16,4419371910.0
2023-01-30,2023-01-01,Diamond,Location 17,2695686180.0
2023-01-30,2023-01-01,Gold,Location 01,93913350.0
2023-01-30,2023-01-01,Gold,Location 02,427327020.0
2023-01-30,2023-01-01,Gold,Location 03,3084539520.0
2023-01-30,2023-01-01,Gold,Location 04,2150742990.0
2023-01-30,2023-01-01,Gold,Location 06,100077210.0
2023-01-30,2023-01-01,Gold,Location 07,798307890.0
2023-01-30,2023-01-01,Gold,Location 08,7077270.0
2023-01-30,2023-01-01,Gold,Location 09,1251796110.0
2023-01-30,2023-01-01,Gold,Location 10,42652080.0
2023-01-30,2023-01-01,Gold,Location 11,278350800.0
2023-01-30,2023-01-01,Gold,Location 12,4793432820.0
2023-01-30,2023-01-01,Gold,Location 13,2024108010.0
2023-01-30,2023-01-01,Gold,Location 14,2791552590.0
2023-01-30,2023-01-01,Gold,Location 16,978170430.0
2023-01-30,2023-01-01,Gold,Location 17,220370850.0
2023-01-30,2023-01-01,Iron,Location 01,246974970.0
2023-01-30,2023-01-01,Iron,Location 02,843079920.0
2023-01-30,2023-01-01,Iron,Location 03,876790050.0
2023-01-30,2023-01-01,Iron,Location 04,1649761410.0
2023-01-30,2023-01-01,Iron,Location 06,728038020.0
2023-01-30,2023-01-01,Iron,Location 07,520404270.0
2023-01-30,2023-01-01,Iron,Location 08,655884960.0
2023-01-30,2023-01-01,Iron,Location 09,625976430.0
2023-01-30,2023-01-01,Iron,Location 10,44053410.0
2023-01-30,2023-01-01,Iron,Location 11,405125910.0
2023-01-30,2023-01-01,Iron,Location 12,2218714290.0
2023-01-30,2023-01-01,Iron,Location 13,626086650.0
2023-01-30,2023-01-01,Iron,Location 14,1625679780.0
2023-01-30,2023-01-01,Iron,Location 16,1384540560.0
2023-01-30,2023-01-01,Iron,Location 17,734331270.0
2023-01-30,2023-01-01,Platinum,Location 01,23699340.0
2023-01-30,2023-01-01,Platinum,Location 02,43896510.0
2023-01-30,2023-01-01,Platinum,Location 03,1995445410.0
2023-01-30,2023-01-01,Platinum,Location 04,1742065890.0
2023-01-30,2023-01-01,Platinum,Location 07,557250360.0
2023-01-30,2023-01-01,Platinum,Location 09,1394757630.0
2023-01-30,2023-01-01,Platinum,Location 10,709080.0
2023-01-30,2023-01-01,Platinum,Location 11,288701310.0
2023-01-30,2023-01-01,Platinum,Location 12,2423570280.0
2023-01-30,2023-01-01,Platinum,Location 13,1721651070.0
2023-01-30,2023-01-01,Platinum,Location 14,2008187580.0
2023-01-30,2023-01-01,Platinum,Location 16,748829670.0
2023-01-30,2023-01-01,Platinum,Location 17,104004570.0
2023-01-30,2023-01-01,Silver,Location 01,215660340.0
2023-01-30,2023-01-01,Silver,Location 02,378991080.0
2023-01-30,2023-01-01,Silver,Location 03,1553569260.0
2023-01-30,2023-01-01,Silver,Location 04,1319004390.0
2023-01-30,2023-01-01,Silver,Location 06,74721900.0
2023-01-30,2023-01-01,Silver,Location 07,321620820.0
2023-01-30,2023-01-01,Silver,Location 08,10984230.0
2023-01-30,2023-01-01,Silver,Location 09,1030391250.0
2023-01-30,2023-01-01,Silver,Location 10,44783010.0
2023-01-30,2023-01-01,Silver,Location 11,123448470.0
2023-01-30,2023-01-01,Silver,Location 12,2119324530.0
2023-01-30,2023-01-01,Silver,Location 13,842268930.0
2023-01-30,2023-01-01,Silver,Location 14,1742523810.0
2023-01-30,2023-01-01,Silver,Location 16,617354250.0
2023-01-30,2023-01-01,Silver,Location 17,320720910.0
2023-01-30,2023-01-01,Unranked,Location 01,202745730.0
2023-01-30,2023-01-01,Unranked,Location 02,364876080.0
2023-01-30,2023-01-01,Unranked,Location 03,1120285290.0
2023-01-30,2023-01-01,Unranked,Location 04,1519447260.0
2023-01-30,2023-01-01,Unranked,Location 06,521908680.0
2023-01-30,2023-01-01,Unranked,Location 07,779745360.0
2023-01-30,2023-01-01,Unranked,Location 08,1044579300.0
2023-01-30,2023-01-01,Unranked,Location 09,813597720.0
2023-01-30,2023-01-01,Unranked,Location 10,28892310.0
2023-01-30,2023-01-01,Unranked,Location 11,160332540.0
2023-01-30,2023-01-01,Unranked,Location 12,1535877600.0
2023-01-30,2023-01-01,Unranked,Location 13,349877970.0
2023-01-30,2023-01-01,Unranked,Location 14,700195470.0
2023-01-30,2023-01-01,Unranked,Location 15,25839180.0
2023-01-30,2023-01-01,Unranked,Location 16,504938370.0
2023-01-30,2023-01-01,Unranked,Location 17,191082840.0
2023-01-31,2023-01-01,Bronze,Location 01,560501910.0
2023-01-31,2023-01-01,Bronze,Location 02,1545332790.0
2023-01-31,2023-01-01,Bronze,Location 03,2850033870.0
2023-01-31,2023-01-01,Bronze,Location 04,3494456970.0
2023-01-31,2023-01-01,Bronze,Location 06,754320930.0
2023-01-31,2023-01-01,Bronze,Location 07,914724810.0
2023-01-31,2023-01-01,Bronze,Location 08,142549080.0
2023-01-31,2023-01-01,Bronze,Location 09,1863054630.0
2023-01-31,2023-01-01,Bronze,Location 10,98187810.0
2023-01-31,2023-01-01,Bronze,Location 11,725911530.0
2023-01-31,2023-01-01,Bronze,Location 12,6283581780.0
2023-01-31,2023-01-01,Bronze,Location 13,2242793820.0
2023-01-31,2023-01-01,Bronze,Location 14,4485998280.0
2023-01-31,2023-01-01,Bronze,Location 15,1415970.0
2023-01-31,2023-01-01,Bronze,Location 16,3371487150.0
2023-01-31,2023-01-01,Bronze,Location 17,908986590.0
2023-01-31,2023-01-01,Diamond,Location 01,2313893100.0
2023-01-31,2023-01-01,Diamond,Location 02,810406320.0
2023-01-31,2023-01-01,Diamond,Location 03,15985229280.0
2023-01-31,2023-01-01,Diamond,Location 04,25396473090.0
2023-01-31,2023-01-01,Diamond,Location 07,4246821030.0
2023-01-31,2023-01-01,Diamond,Location 09,4307105490.0
2023-01-31,2023-01-01,Diamond,Location 10,73786380.0
2023-01-31,2023-01-01,Diamond,Location 11,667481460.0
2023-01-31,2023-01-01,Diamond,Location 12,16571522820.0
2023-01-31,2023-01-01,Diamond,Location 13,8330961480.0
2023-01-31,2023-01-01,Diamond,Location 14,9293209170.0
2023-01-31,2023-01-01,Diamond,Location 15,7077995610.0
2023-01-31,2023-01-01,Diamond,Location 16,4823389800.0
2023-01-31,2023-01-01,Diamond,Location 17,1816283190.0
2023-01-31,2023-01-01,Gold,Location 01,135870120.0
2023-01-31,2023-01-01,Gold,Location 02,500110380.0
2023-01-31,2023-01-01,Gold,Location 03,3458315610.0
2023-01-31,2023-01-01,Gold,Location 04,2543928480.0
2023-01-31,2023-01-01,Gold,Location 06,194529960.0
2023-01-31,2023-01-01,Gold,Location 07,551436570.0
2023-01-31,2023-01-01,Gold,Location 08,2882730.0
2023-01-31,2023-01-01,Gold,Location 09,1070694090.0
2023-01-31,2023-01-01,Gold,Location 10,43797330.0
2023-01-31,2023-01-01,Gold,Location 11,345301560.0
2023-01-31,2023-01-01,Gold,Location 12,5145468210.0
2023-01-31,2023-01-01,Gold,Location 13,1817444790.0
2023-01-31,2023-01-01,Gold,Location 14,2925585090.0
2023-01-31,2023-01-01,Gold,Location 16,1127989470.0
2023-01-31,2023-01-01,Gold,Location 17,320229630.0
2023-01-31,2023-01-01,Iron,Location 01,366893820.0
2023-01-31,2023-01-01,Iron,Location 02,1281157860.0
2023-01-31,2023-01-01,Iron,Location 03,833864340.0
2023-01-31,2023-01-01,Iron,Location 04,1932409140.0
2023-01-31,2023-01-01,Iron,Location 06,976166490.0
2023-01-31,2023-01-01,Iron,Location 07,644966010.0
2023-01-31,2023-01-01,Iron,Location 08,714481050.0
2023-01-31,2023-01-01,Iron,Location 09,894496110.0
2023-01-31,2023-01-01,Iron,Location 10,35469630.0
2023-01-31,2023-01-01,Iron,Location 11,485278920.0
2023-01-31,2023-01-01,Iron,Location 12,2427357120.0
2023-01-31,2023-01-01,Iron,Location 13,631310490.0
2023-01-31,2023-01-01,Iron,Location 14,1859502720.0
2023-01-31,2023-01-01,Iron,Location 16,1873686840.0
2023-01-31,2023-01-01,Iron,Location 17,618454020.0
2023-01-31,2023-01-01,Platinum,Location 01,92711310.0
2023-01-31,2023-01-01,Platinum,Location 02,82351560.0
2023-01-31,2023-01-01,Platinum,Location 03,1938830430.0
2023-01-31,2023-01-01,Platinum,Location 04,2109477990.0
